Unnamed: 0,userName,Title,Review,Rating,cleaned_Review,Have assessablity Issue,Assessability Issue Type
,M.ister,Bad update,"The latest update is so terrible. After updating, my saved logins were wiped off and I cannot log in again even after entering my details ðŸ¤¦ðŸ½â€â™‚ï¸",1,the latest update is so terrible after updating my saved logins were wiped off and i cannot log in again even after entering my detail,Yes,UI Accessibility Issues (UI)
,sam mere kojo,New update not working for Ghana customers,"I am using iPhone 11 Pro and I can not log on to my account in Ghana .
 When I enter the user name and password . It acts like it logging it but it keeps loading .
 And it never open.",1,i am using iphone pro and i can not log on to my account in ghana when i enter the user name and password it act like it logging it but it keep loading and it never open,Yes,UI Accessibility Issues (UI)
,offizial_six,Worst app in this life,Worst app ever. If there was a zero star that would be nice. Canâ€™t login keeps telling me to update app when itâ€™s the latest version on my device,1,worst app ever if there wa a zero star that would be nice can t login keep telling me to update app when it s the latest version on my device,Yes,UI Accessibility Issues (UI)
,jayman444,Unable to sign,I've been trying registering for access mobile for the past months...all I get is network error message . please fix this,1,ive been trying registering for access mobile for the past monthsall i get is network error message please fix this,Yes,UI Accessibility Issues (UI)
,Jekshlkdm,Sign in Issues & Personal Info. Is Unprotected,I cannot sign in & I received a phone call from someone that has my personal details.,1,i cannot sign in i received a phone call from someone that ha my personal detail,Yes,UI Accessibility Issues (UI)
,WONDERKING12345,Logins,It canâ€™t login on my phone Buh on your page I can I just donâ€™t know why it misbehaving please try and fix that,1,it can t login on my phone buh on your page i can i just don t know why it misbehaving please try and fix that,Yes,UI Accessibility Issues (UI)
,kennysazzy,Please don't use,This app especially the new update is pretty useless. Can I get the old one back please. I can't even login and it won't accept my fingerprint,1,this app especially the new update is pretty useless can i get the old one back please i cant even login and it wont accept my fingerprint,Yes,UI Accessibility Issues (UI)
,jaiyeola scott,I would advise you don't download this c**p,"The Ux is very nice and well understandable and that I why I'm giving you guys 1star.....
 
 I think your app is not useful for phones with smaller screen resolution I.e I couldn't scroll.
 I can't perform any transaction on this app apart from logging into it......
 
 Anyways, I have deleted it because it isn't useful 
 But I must confess the GUI design is really nice",1,the ux is very nice and well understandable and that i why im giving you guy star i think your app is not useful for phone with smaller screen resolution ie i couldnt scroll i cant perform any transaction on this app apart from logging into it anyways i have deleted it because it isnt useful but i must confess the gui design is really nice,Yes,Navigation and Interaction Problems (NAV)
,Uglyrex,I can't transfer,Please fix bug fix am unable to transfer after updated my ap this morning fix ASAP,1,please fix bug fix am unable to transfer after updated my ap this morning fix asap,Yes,UI Accessibility Issues (UI)
,crownie10,OTP issues,I havenâ€™t been able to get an otp from the app after several trials,1,i haven t been able to get an otp from the app after several trial,Yes,Input and Control Issues (INPUT)
,Adaeze,Horrible new app that crashes all the time,This new app crashes as soon as I log in. Every time. Waste of time,1,this new app crash a soon a i log in every time waste of time,Yes,UI Accessibility Issues (UI)
,Kwamibee,Most useless update,New update keeps freezing when I try to login. This update is very useless!,1,new update keep freezing when i try to login this update is very useless,Yes,UI Accessibility Issues (UI)
,Tola Oo,Itâ€™s so buggy,Please the new app is so buggy for transfers it keeps wrongly saying amount in account,1,please the new app is so buggy for transfer it keep wrongly saying amount in account,Yes,UI Accessibility Issues (UI)
,jquaicoe,Need improvement,I donâ€™t know why I canâ€™t login with a new device if my old is stolen or missing,1,i don t know why i can t login with a new device if my old is stolen or missing,Yes,Input and Control Issues (INPUT)
,Nosajef,Not compulsory I enable location,Why does it keep asking me to enable location whenever I open it.,1,why doe it keep asking me to enable location whenever i open it,Yes,Navigation and Interaction Problems (NAV)
,Endyk_,Avoid updating the app,"Can't login after update. If it's currently working for you, DON'T bother with the update.",1,cant login after update if it currently working for you dont bother with the update,Yes,UI Accessibility Issues (UI)
,mayreii,Invalid account number,"The app keeps rejecting my account details,saying itâ€™s invalid",1,the app keep rejecting my account detailssaying it s invalid,Yes,Input and Control Issues (INPUT)
,Naf949,App not working,The new update has caused a lot of functions not to work.,1,the new update ha caused a lot of function not to work,Yes,UI Accessibility Issues (UI)
,ennophil,Showing invalid transaction everytime,I couldn't make transfer to anybody. Very bad,1,i couldnt make transfer to anybody very bad,Yes,UI Accessibility Issues (UI)
,stella31245,Bad app,So many time I try to do transactions on this foolish app but it wonâ€™t work,1,so many time i try to do transaction on this foolish app but it won t work,Yes,UI Accessibility Issues (UI)
,Lawyer2288,Thieves,Canâ€™t even log in...this bank donâ€™t mean business,1,can t even log inthis bank don t mean business,Yes,Input and Control Issues (INPUT)
,Senator fabi,olatunde,"this app is the most useless app have ever come accross, can't long in...I regret the update #trash",1,this app is the most useless app have ever come accross cant long ini regret the update trash,Yes,Input and Control Issues (INPUT)
,fessschena,Help,Please this new app isnâ€™t good I canâ€™t login to my bank,1,please this new app isn t good i can t login to my bank,Yes,Input and Control Issues (INPUT)
,shinfoshintai,Canâ€™t Register,Donâ€™t know why I canâ€™t register ..,1,don t know why i can t register,Yes,Input and Control Issues (INPUT)
,nosylev,.,Not working in my iPhone,1,not working in my iphone,Yes,UI Accessibility Issues (UI)
,solkihid,Not working,Worst access app ever!,1,worst access app ever,Yes,UI Accessibility Issues (UI)
,Zicckkk,Flop,New version is a flop.. iPhone X face if problem,1,new version is a flop iphone x face if problem,Yes,Audio and Visual Accessibility issues (AUDIOVISUAL)
,Neo Ighodaro,Ho-rri-ble,The update was a mistake. It's not even optimised for the iPhone X. It was a mistake updating tbh!!!,1,the update wa a mistake it not even optimised for the iphone x it wa a mistake updating tbh,Yes,UI Accessibility Issues (UI)
,Femi Idowu,Shame I can't Leave Negative Stars,"As someone who uses 2 apps from competing banks, to call this app disappointing would be an understatement. I've been trying to log in for 3 days. I have a token and online banking but it seems I need a PhD to login to the mobile banking app. Even when I think I've succeeded, I get a white screen of death telling me the problem is now with my internet connection. Funny, my GTBANK app works just fine with the same internet connection.",1,a someone who us apps from competing bank to call this app disappointing would be an understatement ive been trying to log in for day i have a token and online banking but it seems i need a phd to login to the mobile banking app even when i think ive succeeded i get a white screen of death telling me the problem is now with my internet connection funny my gtbank app work just fine with the same internet connection,Yes,Navigation and Interaction Problems (NAV)
,AyoBusayo,Unable to do any transaction!,This version is very very worst you can not send money from your account. Giving different kind of errors. It's either you reverse the previous version quick or you correct the errors ASAP!,1,this version is very very worst you can not send money from your account giving different kind of error it either you reverse the previous version quick or you correct the error asap,Yes,UI Accessibility Issues (UI)
,Mahdi Ahmed,Useless app for me.,"Simply inconvenient, it can only be used on one and only one device. GTBank app is fat better. And to deactivated one of your devices you must go to the bank. Wish there was a way to give zero star",1,simply inconvenient it can only be used on one and only one device gtbank app is fat better and to deactivated one of your device you must go to the bank wish there wa a way to give zero star,Yes,Navigation and Interaction Problems (NAV)
,thedonbaba1,Not working,It kept saying no internet connection even when all other apps are working fine. Bad app. That's why I don't like using your account. Y'all lacking behind.,1,it kept saying no internet connection even when all other apps are working fine bad app thats why i dont like using your account yall lacking behind,Yes,UI Accessibility Issues (UI)
,Crabsweet,Application wrong,This application has never been so wrong that for over a month now I cannot transfer or make transaction through the app,1,this application ha never been so wrong that for over a month now i cannot transfer or make transaction through the app,Yes,UI Accessibility Issues (UI)
,Drchiji,Can't log in,"Same experience, after installing and getting a pin the app has refused to work. It won't even let me log in.",1,same experience after installing and getting a pin the app ha refused to work it wont even let me log in,Yes,UI Accessibility Issues (UI)
,Nne Maria,No able to open on iphone 6 iOS,Pls fix the problem with the inability to open this apps on iOS 6,1,pls fix the problem with the inability to open this apps on io,Yes,UI Accessibility Issues (UI)
,Jerryspinners,NotWorking,Tried this app so many times and it's not working,1,tried this app so many time and it not working,Yes,UI Accessibility Issues (UI)
,Murtala Moh'd C.,Scam?,Just wasted my precious MBs to download the App. It just stares at me back. Minus eight stars from me to you.,1,just wasted my precious mb to download the app it just stare at me back minus eight star from me to you,Yes,UI Accessibility Issues (UI)
,Mz.Ellah,Why?,"Iâ€™m really regretting opening an account with Access. I always have problems when trying to make transactions. For some days now Iâ€™ve tried sending money to wallet via the *901# code and the app, and Iâ€™ve never got my money. The hotline number is also not going through.",1,i m really regretting opening an account with access i always have problem when trying to make transaction for some day now i ve tried sending money to wallet via the code and the app and i ve never got my money the hotline number is also not going through,Yes,Navigation and Interaction Problems (NAV)
,goholkgssg,Waste of time,"The app is useless.. Nothing works.
 Can rest password or retrieve username.
 
 Roll back the previous version.. The latest update isn't helping",1,the app is useless nothing work can rest password or retrieve username roll back the previous version the latest update isnt helping,Yes,UI Accessibility Issues (UI)
,oluwatosyhn,Login issues,Iâ€™ve issues with logging in on my account. I lost my account few months ago and retrieved my username and password using internet banking from the access app. But I couldnâ€™t login to my account on the mobile app anymore unless the internet banking while my username and password are retrieved.,1,i ve issue with logging in on my account i lost my account few month ago and retrieved my username and password using internet banking from the access app but i couldn t login to my account on the mobile app anymore unless the internet banking while my username and password are retrieved,Yes,Input and Control Issues (INPUT)
,son of comfort,Canâ€™t login my app anymore,The app was working just fine until I tried login in my account to conduct transactions and I was told that the version is no longer available and I should update my version but Iâ€™m coming on play store and thereâ€™s no new update on the app so why canâ€™t I login?,2,the app wa working just fine until i tried login in my account to conduct transaction and i wa told that the version is no longer available and i should update my version but i m coming on play store and there s no new update on the app so why can t i login,Yes,UI Accessibility Issues (UI)
,ToksDuttie,LIST OF BANKS OR SAVED BENEFICIARIES NO LONGER SHOWS,For the past couple of days I haven't been able to access all my beneficiaries list only a few and when I want search using the name of the beneficiary it won't work. It's annoying that this is happening and I have tried to uninstall and reinstall the app and still nothing. You guys should fix this!!,2,for the past couple of day i havent been able to access all my beneficiary list only a few and when i want search using the name of the beneficiary it wont work it annoying that this is happening and i have tried to uninstall and reinstall the app and still nothing you guy should fix this,Yes,UI Accessibility Issues (UI)
,Pernarh,Poor Banking,"I have been with access bank for some couple of years. My problem is whenever I try to check my account balance using the app, it tells me no account(s) found. And it takes about a week for a transfer to credited to the account.",2,i have been with access bank for some couple of year my problem is whenever i try to check my account balance using the app it tell me no account found and it take about a week for a transfer to credited to the account,Yes,UI Accessibility Issues (UI)
,Chief Kumasi,New update troubles,I just updated the bank app and i canâ€™t access my account with my Face ID anymore. Iâ€™ve forgotten my original password and thereâ€™s no option to press when you forget your password.,2,i just updated the bank app and i can t access my account with my face id anymore i ve forgotten my original password and there s no option to press when you forget your password,Yes,Input and Control Issues (INPUT)
,ðŸ–•ðŸ¿ðŸŽ,Cant log in into new device,"â€œâ€â€WARNING!
 Your profile was not registered with his device, please login with the correct device or unlock this device! â€œâ€
 
 That is what I get when I tried changing phones. How do I get this issue rectified please!",2,warning your profile wa not registered with his device please login with the correct device or unlock this device that is what i get when i tried changing phone how do i get this issue rectified please,Yes,UI Accessibility Issues (UI)
,nozilla080355,Arrangements of statemrnt,"In this new bank apps, the arrangement of my bank alerts is always scattered. I can open my bank app and an old transaction will popout at the top. Please kindly rectify this
 
 In the new bank app, solve session ID expired issues",2,in this new bank apps the arrangement of my bank alert is always scattered i can open my bank app and an old transaction will popout at the top please kindly rectify this in the new bank app solve session id expired issue,Yes,UI Accessibility Issues (UI)
,shonalite,Failed App,"I downloaded the app for the first time and couldnâ€™t make funds transfer. It kept saying â€œtransaction not permitted, temporary pin limit exceededâ€ and I havenâ€™t even made any transaction on it.",2,i downloaded the app for the first time and couldn t make fund transfer it kept saying transaction not permitted temporary pin limit exceeded and i haven t even made any transaction on it,Yes,Input and Control Issues (INPUT)
,angry mobile user,Unable to sign in,If you update an app why canâ€™t you transfer ways every one can use the app. No mobile access for use of pin.,2,if you update an app why can t you transfer way every one can use the app no mobile access for use of pin,Yes,Navigation and Interaction Problems (NAV)
,Schatz 24,Canâ€™t log in,"Canâ€™t log in to my account after update , I do a lot with the app and I canâ€™t log in at all ,â€˜please look into it",2,can t log in to my account after update i do a lot with the app and i can t log in at all please look into it,Yes,UI Accessibility Issues (UI)
,tetione,App not logging in,The app is not logging in my new device please rectify,2,the app is not logging in my new device please rectify,Yes,UI Accessibility Issues (UI)
,atankpa ali,Useless app,"I find it difficult logging in ,
 ........",2,i find it difficult logging in,Yes,UI Accessibility Issues (UI)
,eleniyan0147,So annoying,It not arranging my transaction accordingly,2,it not arranging my transaction accordingly,Yes,Navigation and Interaction Problems (NAV)
,Gracy leech,Access bank plc,With this current update give me problems when I want to make transactions,2,with this current update give me problem when i want to make transaction,Yes,UI Accessibility Issues (UI)
,Non nickname leave me,Update information online,"I should be able to update my information with the pin I set up and not this OTP nonsense every time , I donâ€™t have that number and the email on my profile is wrong . Been trying to contact the bank no response, I donâ€™t live in Nigeria",3,i should be able to update my information with the pin i set up and not this otp nonsense every time i don t have that number and the email on my profile is wrong been trying to contact the bank no response i don t live in nigeria,Yes,Input and Control Issues (INPUT)
,cashblazegee,IOS14 veesion has bugs,"since i got a new phone and ios 14 the new version is unstable, says my pin is incorrect. debits me in an untimely manner and biometrics issues please fix them",3,since i got a new phone and io the new version is unstable say my pin is incorrect debit me in an untimely manner and biometrics issue please fix them,Yes,UI Accessibility Issues (UI)
,rdawodu,Does the Job,"The app is well thought out. Does most things you need it to. 
 
 If you have locations services turned off. It prompt you to turn it on EVERY SINGLE TIME you launch the app. This is annoying. Very annoying. 
 
 You have to click the password box for the finger print authentication to come up. It should be the first prompt you get when you launch the app (to either enter your password or put your finger print, if you want to do something else, it should give you the option of canceling) 9/10 times you launch the app it's to use internet banking.
 
 After you put login, you have to click another screen to go into your internet banking. This screen is unnecessary. It should be removed. 
 
 There should be an option to authenticate transactions with your fingerprint, not just your token and your pin. 
 
 Transaction limit should increase with your account activity. 1m is quite limiting. 
 
 App needs to be optimized to run faster. 
 
 But beyond that it's a well thought out app. Just minor tweaks to get it to 5 star.",3,the app is well thought out doe most thing you need it to if you have location service turned off it prompt you to turn it on every single time you launch the app this is annoying very annoying you have to click the password box for the finger print authentication to come up it should be the first prompt you get when you launch the app to either enter your password or put your finger print if you want to do something else it should give you the option of canceling time you launch the app it to use internet banking after you put login you have to click another screen to go into your internet banking this screen is unnecessary it should be removed there should be an option to authenticate transaction with your fingerprint not just your token and your pin transaction limit should increase with your account activity m is quite limiting app need to be optimized to run faster but beyond that it a well thought out app just minor tweak to get it to star,Yes,Navigation and Interaction Problems (NAV)
,Hazane,Bad internet connectivity,"This app is good but I noticed it has this issue of Internet connectivity. When you try to log on or setup, you get the error message ""connection failed due to bad internet service"" which is not true because my internet service for instance is perfect and super fast. I am logged to a WIFI network.",3,this app is good but i noticed it ha this issue of internet connectivity when you try to log on or setup you get the error message connection failed due to bad internet service which is not true because my internet service for instance is perfect and super fast i am logged to a wifi network,Yes,UI Accessibility Issues (UI)
,Gtbank_app.User,Does not save beneficiaries,"3star because app does not save beneficiaries too bad, One has to type account numbers over time to perform recurring transactions. I expect fixes in update",3,star because app doe not save beneficiary too bad one ha to type account number over time to perform recurring transaction i expect fix in update,Yes,Input and Control Issues (INPUT)
,Brownzy77,Mr Kayode,Great App but please make the successful transaction page be more detailed. Let it show the beneficial details so as to prove to him or her that the transaction was for her...,3,great app but please make the successful transaction page be more detailed let it show the beneficial detail so a to prove to him or her that the transaction wa for her,Yes,UI Accessibility Issues (UI)
,F2Net,Good App,Really good and easy to use App. One problem though is that you cannot add former diamond bank numbers to beneficiaries list under access to access. It just gives error.,4,really good and easy to use app one problem though is that you cannot add former diamond bank number to beneficiary list under access to access it just give error,Yes,UI Accessibility Issues (UI)
,Turlar,Useless update,"This update is not working, I have been dealing with this for 2months now, i tried downloading the old version but it's not going through, i can't transfer to other banks except my beneficiaries, i can't subscribe my dstv on it anymore, i can't even do mobile topup on this unless updated app, went to the bank and the customer service said i should keep deleting and re-downloading the app which I have done several times but still not working. Please you better do something fast on this because this can make you loose a customer",5,this update is not working i have been dealing with this for month now i tried downloading the old version but it not going through i cant transfer to other bank except my beneficiary i cant subscribe my dstv on it anymore i cant even do mobile topup on this unless updated app went to the bank and the customer service said i should keep deleting and redownloading the app which i have done several time but still not working please you better do something fast on this because this can make you loose a customer,Yes,UI Accessibility Issues (UI)
,SirAdex,A,You guys should put the option to turn off the display of Account balance...we need that...it's very important,5,you guy should put the option to turn off the display of account balancewe need thatits very important,Yes,UI Accessibility Issues (UI)
,oeffiom,Miss Monday,"This upgrade is terrible. 
 It doesnâ€™t automatically use the same login details and mPIN (fingerprint or facial recognition) as the original version. 
 Worse still, trying to change mPIN from the app doesnâ€™t work. It doesnâ€™t see all your previous details like your secret Q&A etc. whatâ€™s the point of that?? Itâ€™s like getting a whole new app entirely. Donâ€™t call it an â€œupgradeâ€ then! I wish I could go back to the previous version until all this is worked out. 
 
 The most frustrating this is getting support from first online by email. This is 2 days after my email to them using the email given by the App and still no response.",1,this upgrade is terrible it doesn t automatically use the same login detail and mpin fingerprint or facial recognition a the original version worse still trying to change mpin from the app doesn t work it doesn t see all your previous detail like your secret qa etc what s the point of that it s like getting a whole new app entirely don t call it an upgrade then i wish i could go back to the previous version until all this is worked out the most frustrating this is getting support from first online by email this is day after my email to them using the email given by the app and still no response,Yes,UI Accessibility Issues (UI)
,patpatI,Awful upgrade,"This is the worst upgrade Iâ€™ve known for any app upgrade because I wasnâ€™t given the opportunity to accept to do my own upgrade but my app was deleted by FirstMobile/firstbank which is very absurd because on line banking shouldnâ€™t have anything to do with your ATM card because I live abroad and since the COVID 19 outbreak,I couldnâ€™t travel to have the opportunity to renew my card and without an active card,I canâ€™t get into my account which is very ridiculous but does anyone at FirstMobile cares?
 The update needs to be updated so that I can use other forms of identity to log in instead of just deciding on one means of identification.
 How about the account number and your PIN number?",1,this is the worst upgrade i ve known for any app upgrade because i wasn t given the opportunity to accept to do my own upgrade but my app wa deleted by firstmobilefirstbank which is very absurd because on line banking shouldn t have anything to do with your atm card because i live abroad and since the covid outbreaki couldn t travel to have the opportunity to renew my card and without an active cardi can t get into my account which is very ridiculous but doe anyone at firstmobile care the update need to be updated so that i can use other form of identity to log in instead of just deciding on one mean of identification how about the account number and your pin number,Yes,Navigation and Interaction Problems (NAV)
,Goldadiente,Rubbish Upgrade,"Is there even any need of writing because this people wonâ€™t reply , this is the worst bank app , I am done with first bank , I canâ€™t make transfer , I canâ€™t even login , the app is whack nothing is working , customer care not working, what kind of useless app is this , I am so angry and frustrated, how can I have money in my account yet I canâ€™t use it because of app , pls the old version of this app was better , this upgrade has caused a lot of damage than good, yâ€™all donâ€™t even deserve not even 1 star",1,is there even any need of writing because this people won t reply this is the worst bank app i am done with first bank i can t make transfer i can t even login the app is whack nothing is working customer care not working what kind of useless app is this i am so angry and frustrated how can i have money in my account yet i can t use it because of app pls the old version of this app wa better this upgrade ha caused a lot of damage than good y all don t even deserve not even star,Yes,UI Accessibility Issues (UI)
,number 1 first bank customer,Whyâ€™s it that once an account is logged in on a phone it canâ€™t be logged out permanently,"Whyâ€™s it that when an account is logged in on a particular phone it canâ€™t be logged out completely, even when you delete the app and download another one itâ€™s still the same thing... so that means when you changing your phone to another one the person using the old phone can still have your first bank app on his phoneðŸ‘Ž you need to do something about it ðŸ‘Ž",1,why s it that when an account is logged in on a particular phone it can t be logged out completely even when you delete the app and download another one it s still the same thing so that mean when you changing your phone to another one the person using the old phone can still have your first bank app on his phone you need to do something about it,Yes,UI Accessibility Issues (UI)
,007Leya,Provide Better service,"This app needs a total upgrade. 1st the checking of past transactions was taken out, now its brought back but still useless as you cant check past history that is over a month. Also this is a bank app and we need to have investment option on the go. Please join the present century and give us an investment option on this app
 
 What is the point of dropping a review if you donâ€™t do anything about it?",1,this app need a total upgrade st the checking of past transaction wa taken out now it brought back but still useless a you cant check past history that is over a month also this is a bank app and we need to have investment option on the go please join the present century and give u an investment option on this app what is the point of dropping a review if you don t do anything about it,Yes,UI Accessibility Issues (UI)
,Fadayoayodeji,No log out option,"No option to log out 
 I bought a used phone now Iâ€™m trying to login my first mobile app but the first user of the phone also used first mobile on the phone now thereâ€™s no way I can sign in now I called the customer care and they told me I and the previous user will have to go the bank to log out ! 
 Thatâ€™s just not fair imagine I donâ€™t even know the previous user!",1,no option to log out i bought a used phone now i m trying to login my first mobile app but the first user of the phone also used first mobile on the phone now there s no way i can sign in now i called the customer care and they told me i and the previous user will have to go the bank to log out that s just not fair imagine i don t even know the previous user,Yes,Input and Control Issues (INPUT)
,customer for long,Nonsense upgrade,"Firstbank and itâ€™s team keep giving me reason to hate them. Who begged you people for upgrade. 
 Now I need OTP to do anything here, common upgrade you are logging everyone out, Who do you contract for this useless upgrade? Huh? 
 The app is now the slowest of all apps i have ever seen. I went through the reviews from other users it is all against the upgrade except one person which I doubt if he or she is a user or not. 
 
 Please do something about this app",1,firstbank and it s team keep giving me reason to hate them who begged you people for upgrade now i need otp to do anything here common upgrade you are logging everyone out who do you contract for this useless upgrade huh the app is now the slowest of all apps i have ever seen i went through the review from other user it is all against the upgrade except one person which i doubt if he or she is a user or not please do something about this app,Yes,UI Accessibility Issues (UI)
,kmonimoni,Backward update,You guys should improve this app by having a feature whereby we can chat with a customer care representative via the app just like other banks do. Also you should stop limiting transaction records or statement to only 20 transactions. This is very poor as it will make it impossible to view my transaction records completely except I visit a forts bank branch. This is the worst feature on this app.,1,you guy should improve this app by having a feature whereby we can chat with a customer care representative via the app just like other bank do also you should stop limiting transaction record or statement to only transaction this is very poor a it will make it impossible to view my transaction record completely except i visit a fort bank branch this is the worst feature on this app,Yes,Navigation and Interaction Problems (NAV)
,CasperXchange,Bad app,Since I downloaded this app and created an account with first bank ..I was issued an account number I even sent money in since then I canâ€™t do anything on the app itâ€™s so annoying if I want To transfer it will display an option to select bank to debit when I tap it it will be blank all the time ðŸ’”ðŸ’”ðŸ’” please be careful donâ€™t send too much money in the app until you confirm you can transfer,1,since i downloaded this app and created an account with first bank i wa issued an account number i even sent money in since then i can t do anything on the app it s so annoying if i want to transfer it will display an option to select bank to debit when i tap it it will be blank all the time please be careful don t send too much money in the app until you confirm you can transfer,Yes,UI Accessibility Issues (UI)
,haiwyqv,Frustrating,"Your app donâ€™t load in easily, unnecessary error codes shows up, you guys have been that way for years tampering with my frustration, I have been using first bank for over 20 years but Iâ€™m complaining for the first time. I will best advice you stop upgrading your app, itâ€™s unprofessional on your side. It affects customers a lot. My review might means nothin to your company base on say na bank in Nigeria. But oloriburuku ni yen. Walai",1,your app don t load in easily unnecessary error code show up you guy have been that way for year tampering with my frustration i have been using first bank for over year but i m complaining for the first time i will best advice you stop upgrading your app it s unprofessional on your side it affect customer a lot my review might mean nothin to your company base on say na bank in nigeria but oloriburuku ni yen walai,Yes,UI Accessibility Issues (UI)
,Weezie007!,Viewing multiple accounts on the app,"It is the 21st century and one cannot log out of one account and log into another account on this app. 
 
 This is very sad, first bank needs to update this app for customers to be able to just use a UserID and a password to login and also be able use this one app to login into another account when you sign out from one.",1,it is the st century and one cannot log out of one account and log into another account on this app this is very sad first bank need to update this app for customer to be able to just use a userid and a password to login and also be able use this one app to login into another account when you sign out from one,Yes,UI Accessibility Issues (UI)
,patrick bobo,Canâ€™t access my account,"Donâ€™t know what was done to they upgraded version but for unknown reason Iâ€™m unable to sign in to my account with the app, have tried all ways and means but just not working either app says â€œAn error has occurred try againâ€ or â€œdevice registration already completedâ€ pls can someone fix these and I have same device that have always used b4 and nothing changed",1,don t know what wa done to they upgraded version but for unknown reason i m unable to sign in to my account with the app have tried all way and mean but just not working either app say an error ha occurred try again or device registration already completed pls can someone fix these and i have same device that have always used b and nothing changed,Yes,UI Accessibility Issues (UI)
,OJA1101,Transfer problem,"To transfer money is as difficult as living in Nigeria. The circle will keep rolling when you select the account you are debiting from. Is this a way of forcing someone to keep cash in the account? Have been trying to transfer for days and this happen every time.
 You better step up your game guys.",1,to transfer money is a difficult a living in nigeria the circle will keep rolling when you select the account you are debiting from is this a way of forcing someone to keep cash in the account have been trying to transfer for day and this happen every time you better step up your game guy,Yes,Navigation and Interaction Problems (NAV)
,rhage1111111,Turn Off,"First bank should not force everyone to have an ATM card, that should be optional. 
 How can you download the first mobile app and must be required to have card details before you can log in? Not like you had never used the app before but every time you have to have those card details. This is a turn off.",1,first bank should not force everyone to have an atm card that should be optional how can you download the first mobile app and must be required to have card detail before you can log in not like you had never used the app before but every time you have to have those card detail this is a turn off,Yes,UI Accessibility Issues (UI)
,dammydbigboss,Rating,"If thereâ€™s a minus one star Iâ€™ll probably rate this app minus one . Itâ€™s like whack Iâ€™m always scared of using the app. Beneficiaries cannot be saved. You have to input manually every time you want to make a transfer. Thatâ€™s terrible!!!
 Even under a stable network condition transfer is impossible because the app is just gonna flunk. Well yâ€™all need to improve",1,if there s a minus one star i ll probably rate this app minus one it s like whack i m always scared of using the app beneficiary cannot be saved you have to input manually every time you want to make a transfer that s terrible even under a stable network condition transfer is impossible because the app is just gonna flunk well y all need to improve,Yes,UI Accessibility Issues (UI)
,Sir_Robotica,New update,"Install an update. Click on transfer. App says â€œgetting favouritesâ€. Finishes loading. All my favourites have disappeared. ðŸ™„ðŸ¤¦ðŸ½â€â™‚ï¸
 Edit: Fun fact. All my beneficiaries have disappeared. When you enter an account number, it doesnâ€™t bring I the account name to verify. Whoever approved this update to be rolled out to customers needs flogging",1,install an update click on transfer app say getting favourite finish loading all my favourite have disappeared edit fun fact all my beneficiary have disappeared when you enter an account number it doesn t bring i the account name to verify whoever approved this update to be rolled out to customer need flogging,Yes,UI Accessibility Issues (UI)
,Reba Miroslav,So frustrating.,I canâ€™t even open the app after updating and it is really frustrating. It keeps bouncing back when trying to open and this has been going for days now. I deleted and downloaded it again but it never works. Itâ€™s annoying.,1,i can t even open the app after updating and it is really frustrating it keep bouncing back when trying to open and this ha been going for day now i deleted and downloaded it again but it never work it s annoying,Yes,UI Accessibility Issues (UI)
,Eguzo,Complaint,"The App always goes off as a result of network challenges and there appears to be no help from First Bank. Presently, I canâ€™t use the app on my two devices. Itâ€™s frustrating when you have an urgent transaction to make.
 
 The biggest mistake I made is opening an account with First Bank.",1,the app always go off a a result of network challenge and there appears to be no help from first bank presently i can t use the app on my two device it s frustrating when you have an urgent transaction to make the biggest mistake i made is opening an account with first bank,Yes,Navigation and Interaction Problems (NAV)
,Kelvin'BL,Terrible,"No app can be more useless than the first mobile app. I would not suggest anyone downloads it. Very inconsistent, unreliable. You canâ€™t be stranded and resort to using the app as a last means of survival. There is always a network issue, always displaying error messages. All in all, this app is a waste of time",1,no app can be more useless than the first mobile app i would not suggest anyone downloads it very inconsistent unreliable you can t be stranded and resort to using the app a a last mean of survival there is always a network issue always displaying error message all in all this app is a waste of time,Yes,UI Accessibility Issues (UI)
,Anti LGBTQ,Poor Virtual card services,"There's absolutely no way to renew an expired virtual card. There's equally no way to delete it. What kind of programming practices is that?
 An expired card shouldn't be shown. Therefore, there should be an accessibility button to create or renew a virtual card. If you are too lazy for this, kindly offer me the job to do it.",1,there absolutely no way to renew an expired virtual card there equally no way to delete it what kind of programming practice is that an expired card shouldnt be shown therefore there should be an accessibility button to create or renew a virtual card if you are too lazy for this kindly offer me the job to do it,Yes,UI Accessibility Issues (UI)
,therealfrenzy,Complain,"I donâ€™t know what exactly is going on i received a payment then afterwards i canâ€™t withdraw i tried using my atm card it didnâ€™t work even my mobile app is not displaying account to debit from, why is this happening please look into it for me, itâ€™s so frustrating ðŸ˜ž",1,i don t know what exactly is going on i received a payment then afterwards i can t withdraw i tried using my atm card it didn t work even my mobile app is not displaying account to debit from why is this happening please look into it for me it s so frustrating,Yes,UI Accessibility Issues (UI)
,Nerovish,Error loading Consent,Iâ€™m an existing user and Iâ€™ve been trying to activate the app on my new device but itâ€™s not working it keeps showing error loading consent form and when i put my card details it shows error verifying card details,1,i m an existing user and i ve been trying to activate the app on my new device but it s not working it keep showing error loading consent form and when i put my card detail it show error verifying card detail,Yes,UI Accessibility Issues (UI)
